id,title,year,language,Nb_authors,title_clean,cluster,theme
841,Intégration de la structure dans un modèle probabiliste de document,2008,fr,3,intégration structure modèle probabiliste document,7,Visualisation et exploration interactive de données
842,Interprétation automatique d'itinéraires à partir d'un corpus de récits de voyages pilotée par un usage pédagogique.,2008,fr,3,interprétation automatique itinéraire partir corpus récit voyage piloter usage pédagogique,4,Apprentissage automatique et réseaux de connaissances
843,Interprétation d'images basée sur une approche évolutive guidée par une ontologie,2008,fr,4,interprétation image baser approche évolutif guider ontologie,0,Ontologies et traitement sémantique du texte
844,Khiops: outil de préparation et modélisation des données pour la fouille des grandes bases de données,2008,fr,1,khiops outil préparation modélisation donnée fouille grand base donnée,3,Data mining et gestion de flux de données
845,L'intelligence collective géospatiale au service du diagnostic de territoire : GEOdoc,2008,fr,3,intelligence collectif géospatial service diagnostic territoire geodoc,4,Apprentissage automatique et réseaux de connaissances
846,La prise en compte de la dimension temporelle dans la classification de données,2008,fr,2,prise compte dimension temporel classification donnée,3,Data mining et gestion de flux de données
847,Le FIA: un nouvel automate permettant l'extraction efficace d'itemsets fréquents dans les flots de données,2008,fr,4,fia automate permettre extraction efficace itemset fréquent flot donnée,9,Extraction d’information et analyse documentaire web
848,Le forage de réseaux sociaux,2008,fr,1,forage réseau social,4,Apprentissage automatique et réseaux de connaissances
849,Le logiciel SODAS : avancées récentes Un outil pour analyser et visualiser des données symboliques,2008,fr,4,logiciel sodas avancée récent outil analyser visualiser donnée symbolique,3,Data mining et gestion de flux de données
850,Les cartes cognitives hiérarchiques,2008,fr,3,carte cognitif hiérarchique,4,Apprentissage automatique et réseaux de connaissances
851,Mesures hiérarchiques pondérées pour l'évaluation d'un système semi-automatique d'annotation de génomes utilisant des arbres de décision,2008,fr,7,mesure hiérarchique pondérer évaluation système annotation génome utiliser arbre décision,4,Apprentissage automatique et réseaux de connaissances
852,Méthodologie d'Evaluation Intelligente des Concepts Ontologiques,2008,fr,2,méthodologie evaluation intelligent concept ontologiques,4,Apprentissage automatique et réseaux de connaissances
853,Méthodologie de définition de e-services pour la gestion des connaissances à partir d'un plateau de créativité : application au e-learning instrumental,2008,fr,3,méthodologie définition gestion connaissance partir plateau créativité application instrumental,4,Apprentissage automatique et réseaux de connaissances
855,Modélisation conceptuelle des trajectoires,2008,fr,6,modélisation conceptuel trajectoire,4,Apprentissage automatique et réseaux de connaissances
856,Nouvelle approche pour la recherche d'images par le contenu,2008,fr,2,approche recherche image contenu,8,Recherche d’information et traitement d’images
857,Ontologies et raisonnement à partir de cas : Application à l'analyse des risques industriels,2008,fr,3,ontologie raisonnement partir cas application analyse risque industriel,0,Ontologies et traitement sémantique du texte
858,Optimisation du Primal pour les SVM,2008,fr,2,optimisation primal svm,4,Apprentissage automatique et réseaux de connaissances
859,Optimisation incrémentale de réseaux de neurones RBF pour la régression via un algorithme évolutionnaire : RBF-Gene,2008,fr,2,optimisation incrémental réseau neurone rbf régression algorithme évolutionnaire rbf gene,4,Apprentissage automatique et réseaux de connaissances
860,Pondération locale des variables en apprentissage numérique non-supervisé,2008,fr,3,pondération local variable apprentissage numérique,4,Apprentissage automatique et réseaux de connaissances
861,Prétraitement des bases de données de réactions chimiques pour la fouille de schémas de réactions,2008,fr,3,prétraitemer base donnée réaction chimique fouille schéma réaction,3,Data mining et gestion de flux de données
862,Principes d'Analyse des données symboliques et application à la détection d'anomalies sur des ouvrages publics,2008,fr,1,principes analyse donnée symbolique application détection anomalie ouvrage public,3,Data mining et gestion de flux de données
863,Processus d'acquisition d'un dictionnaire de sigles et de leurs définitions à partir d'un corpus,2008,fr,3,processus acquisition dictionnaire sigle définition partir corpus,4,Apprentissage automatique et réseaux de connaissances
864,Proposition d'une nouvelle approche de détection d'intrusions basée sur les règles associatives génériques de classification,2008,fr,3,proposition approche détection intrusion baser règle associatif générique classification,6,Règles d’association et génération de connaissances
865,Proposition pour l'intégration de l'analyse spatiale et de l'analyse multidimensionnelle,2008,fr,4,proposition intégration analyse spatial analyse multidimensionnel,2,Aide à la décision et analyse multidimensionnelle
866,Recherche adaptative de structures de régulation génétique,2008,fr,2,recherche adaptatif structure régulation génétique,8,Recherche d’information et traitement d’images
867,Recherche d'images par noyaux sur graphes de régions,2008,fr,3,recherche image noyau graphe région,8,Recherche d’information et traitement d’images
868,Recherche d'information personnalisée dans les bibliothèques numériques scientifiques,2008,fr,2,recherche information personnaliser bibliothèque numérique scientifique,8,Recherche d’information et traitement d’images
869,Recherche de motifs spatio-temporels de cas atypiques pour le trafic routier urbain,2008,fr,2,recherche motif spatio temporel cas atypique trafic routier urbain,5,Analyse de séries temporelles et données spatio-temporelles
870,Requêtes alternatives dans le contexte d'un entrepôt de données génomiques,2008,fr,2,requêtes alternative contexte entrepôt donnée génomique,3,Data mining et gestion de flux de données
871,Segmentation hiérarchique des cartes topologiques,2008,fr,2,segmentation hiérarchique carte topologique,4,Apprentissage automatique et réseaux de connaissances
873,Sémantique et Réutilisation d'ontologie générique,2008,fr,2,sémantique réutilisation ontologie générique,0,Ontologies et traitement sémantique du texte
874,SOM pour la Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet,2008,fr,4,som classification automatique non superviser document textuels baser wordnet,9,Extraction d’information et analyse documentaire web
875,Stratégies de classification non supervisée basées sur fenêtres superposées : application aux données d'usage du Web,2008,fr,2,stratégie classification non superviser baser fenêtre superposer application donnée usage web,3,Data mining et gestion de flux de données
877,Suppression des Itemsets Clés Non Essentiels en Classification basée sur les Règles d'Association,2008,fr,1,suppression itemset clés non essentiels classification baser règle association,6,Règles d’association et génération de connaissances
878,Système multi-agent argumentatif pour la classification des connaissances cruciales,2008,fr,2,système argumentatif classification connaissance crucial,4,Apprentissage automatique et réseaux de connaissances
879,Un algorithme de classification topographique non supervisée à deux niveaux simultanés,2008,fr,2,algorithme classification topographique non superviser niveau simultaner,4,Apprentissage automatique et réseaux de connaissances
880,Un cyber cartogramme gravitationnel pour l'analyse visuelle de données spatiotemporelles complexes,2008,fr,2,cyber cartogramm gravitationnel analyse visuel donnée spatiotemporelle complexe,3,Data mining et gestion de flux de données
881,Un modèle d'espace vectoriel de concepts pour noyaux sémantiques,2008,fr,1,modèle espace vectoriel concept noyau sémantique,4,Apprentissage automatique et réseaux de connaissances
882,Un modèle et une algèbre pour les systèmes de gestion d'ontologies,2008,fr,3,modèle algèbre système gestion ontologie,0,Ontologies et traitement sémantique du texte
