id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
806,Approches de type n-grammes pour l'analyse de parcours de vie familiaux,2008,fr,4,4,4,Analyse de Graphes,pas encore,approche type n gramme analyse parcours vie familial
807,Assignation automatique de solutions à des classes de plaintes liées aux ambiances intérieures polluées,2008,fr,4,4,4,Analyse de Graphes,pas encore,assignation automatique solution classe plainte lier ambiance intérieur polluer
808,Binary Block GTM : Carte auto-organisatrice probabiliste pour les grands tableaux binaires,2008,fr,3,3,3,Analyse de Graphes,pas encore,binary block gtm carte probabiliste grand tableau binaire
809,Cas d'utilisation réelle de Nautilus : calculs d'indicateurs chez un opérateur télécom,2008,fr,2,2,2,Analyse de Graphes,pas encore,cas utilisation réel nautilus calcul indicateur opérateur télécom
810,Classification adaptative de séries temporelles : application à l'identification des gènes exprimés au cours du cycle cellulaire,2008,fr,3,3,3,Flux & Temporalité,pas encore,classification adaptatif série temporel application identification gène exprimer cours cycle cellulaire
811,Classification de documents en réseaux petits mondes en vue d'apprentissage,2008,fr,4,4,4,Recherche d'Information,pas encore,classification document réseau petit monde vue apprentissage
812,Clustering en haute dimension par accumulation de clusterings locaux,2008,fr,3,3,3,Analyse de Graphes,pas encore,clustering haute dimension accumulation clustering local
813,Clustering Visuel Semi-Supervisé pour des systèmes en coordonnées en étoiles 3D,2008,fr,2,2,2,Analyse de Graphes,pas encore,clustering visuel système coordonnée étoile
814,Co-classification sous contraintes par la somme des résidus quadratiques,2008,fr,2,2,2,Analyse de Graphes,pas encore,sou contraindre somme résidu quadratique
815,Conception de systèmes d'information spatio-temporelle adaptatifs avec ASTIS,2008,fr,3,3,3,Flux & Temporalité,pas encore,conception système information spatio temporel adaptatif asti
817,Découverte de motifs séquentiels et de règles inattendus,2008,fr,3,3,3,Fouille de Motifs,pas encore,découverte motif séquentiel règle inattendu
818,Délestage pour l'analyse multidimensionnelle de flux de données,2008,fr,2,2,2,Entrepôts de Données,pas encore,délestage analyse multidimensionnel flux donnée
819,Détection de groupes atypiques pour une variable cible quantitative,2008,fr,3,3,3,Analyse de Graphes,pas encore,détection groupe atypique variable cibl quantitatif
821,Echantillonnage adaptatif de jeux de données déséquilibrés pour les forêts aléatoires,2008,fr,3,3,3,Entrepôts de Données,pas encore,echantillonnage adaptatif jeu donnée déséquilibré forêt aléatoire
822,Echantillonnage pour l'extraction de motifs séquentiels : des bases de données statiques aux flots de données,2008,fr,2,2,2,Fouille de Motifs,pas encore,echantillonnage extraction motif séquentiel base donnée statique flot donnée
823,Echantillonnage spatio-temporel de flux de données distribués,2008,fr,5,5,5,Flux & Temporalité,pas encore,echantillonnage spatio temporel flux donnée distribuer
825,Étude comparative de deux approches de classification recouvrante : MOC vs. OKM,2008,fr,2,2,2,Classification & Clustering,pas encore,étude comparatif approche classification recouvrant moc v okm
826,Étude de l'interaction entre variables pour l'extraction des règles d'influence,2008,fr,2,2,2,Règles d'Association,pas encore,étude interaction entrer variable extraction règle influence
827,Évaluation des critères asymétriques pour les arbres de décision,2008,fr,3,3,3,Recherche d'Information,pas encore,évaluation critère asymétrique arbre décision
828,ExpLSA : utilisation d'informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle,2008,fr,3,3,3,Analyse de Graphes,pas encore,explsa utilisation information syntaxico sémantique associer lsa améliorer méthode classification conceptuel
830,Extraction d'un modèle numérique de terrain à partir de photographies par drone,2008,fr,5,5,5,Ingénierie des Données,pas encore,extraction modèle numérique terrain partir photographie drone
831,Extraction de Motifs Séquentiels Multidimensionnels Clos sans Gestion d'Ensemble de Candidats,2008,fr,3,3,3,Fouille de Motifs,pas encore,extraction motif séquentiels multidimensionnels clos gestion ensemble candidats
832,Extraction et exploitation des annotations contextuelles,2008,fr,2,2,2,Ingénierie des Données,pas encore,extraction exploitation annotation contextuel
833,Extraction et validation par croisement des relations d'une ontologie de domaine,2008,fr,1,1,1,Web Sémantique,pas encore,extraction validation croisement relation ontologie domaine
834,FIASCO : un nouvel algorithme d'extraction d'itemsets fréquents dans les flots de données,2008,fr,4,4,4,Entrepôts de Données,pas encore,fiasco algorithme extraction itemset fréquent flot donnée
835,Fouille de données audio pour la classification automatique de mots homophones,2008,fr,3,3,3,Classification & Clustering,pas encore,fouille donnée audio classification automatique mot homophone
837,Génération de séquence résumé par une nouvelle approche basée sur le Soft Computing,2008,fr,3,3,3,Flux & Temporalité,pas encore,génération séquence résumer approche baser soft computing
838,Gradients de prototypicalité conceptuelle et lexicale,2008,fr,4,4,4,Analyse de Graphes,pas encore,gradient prototypicalité conceptuel lexical
839,HyperSmooth : calcul et visualisation de cartes de potentiel interactives,2008,fr,7,7,7,Analyse de Graphes,pas encore,hypersmooth calcul visualisation carte potentiel interactive
840,Industrialiser le data mining : enjeux et perspectives,2008,fr,1,1,1,Analyse de Graphes,pas encore,industrialiser data mining enjeu perspective
841,Intégration de contraintes dans les cartes auto-organisatrices,2008,fr,5,5,5,Analyse de Graphes,pas encore,intégration contraindre carte
842,Intégration de la structure dans un modèle probabiliste de document,2008,fr,3,3,3,Recherche d'Information,pas encore,intégration structure modèle probabiliste document
843,Interprétation automatique d'itinéraires à partir d'un corpus de récits de voyages pilotée par un usage pédagogique.,2008,fr,3,3,3,Analyse de Graphes,pas encore,interprétation automatique itinéraire partir corpus récit voyage piloter usage pédagogique
844,Interprétation d'images basée sur une approche évolutive guidée par une ontologie,2008,fr,4,4,4,Web Sémantique,pas encore,interprétation image baser approche évolutif guider ontologie
845,Khiops: outil de préparation et modélisation des données pour la fouille des grandes bases de données,2008,fr,1,1,1,Entrepôts de Données,pas encore,khiops outil préparation modélisation donnée fouille grand base donnée
846,L'intelligence collective géospatiale au service du diagnostic de territoire : GEOdoc,2008,fr,3,3,3,Analyse de Graphes,pas encore,intelligence collectif géospatial service diagnostic territoire geodoc
847,La prise en compte de la dimension temporelle dans la classification de données,2008,fr,2,2,2,Flux & Temporalité,pas encore,prise compte dimension temporel classification donnée
848,Le FIA: un nouvel automate permettant l'extraction efficace d'itemsets fréquents dans les flots de données,2008,fr,4,4,4,Entrepôts de Données,pas encore,fia automate permettre extraction efficace itemset fréquent flot donnée
849,Le forage de réseaux sociaux,2008,fr,1,1,1,Analyse de Graphes,pas encore,forage réseau social
850,Le logiciel SODAS : avancées récentes Un outil pour analyser et visualiser des données symboliques,2008,fr,4,4,4,Entrepôts de Données,pas encore,logiciel soda avancée récent outil analyser visualiser donnée symbolique
851,Les cartes cognitives hiérarchiques,2008,fr,3,3,3,Analyse de Graphes,pas encore,carte cognitif hiérarchique
852,Mesures hiérarchiques pondérées pour l'évaluation d'un système semi-automatique d'annotation de génomes utilisant des arbres de décision,2008,fr,7,7,7,Recherche d'Information,pas encore,mesure hiérarchique pondérer évaluation système annotation génome utiliser arbre décision
853,Méthodologie d'Evaluation Intelligente des Concepts Ontologiques,2008,fr,2,2,2,Analyse de Graphes,pas encore,méthodologie evaluation intelligent concepts ontologiques
854,Méthodologie de définition de e-services pour la gestion des connaissances à partir d'un plateau de créativité : application au e-learning instrumental,2008,fr,3,3,3,Ingénierie des Données,pas encore,méthodologie définition gestion connaissance partir plateau créativité application instrumental
856,Modélisation conceptuelle des trajectoires,2008,fr,6,6,6,Analyse de Graphes,pas encore,modélisation conceptuel trajectoire
857,Nouvelle approche pour la recherche d'images par le contenu,2008,fr,2,2,2,Analyse de Graphes,pas encore,approche recherche image contenu
858,Ontologies et raisonnement à partir de cas : Application à l'analyse des risques industriels,2008,fr,3,3,3,Web Sémantique,pas encore,ontologie raisonnement partir cas application analyse risque industriel
859,Optimisation du Primal pour les SVM,2008,fr,2,2,2,Analyse de Graphes,pas encore,optimisation primal svm
860,Optimisation incrémentale de réseaux de neurones RBF pour la régression via un algorithme évolutionnaire : RBF-Gene,2008,fr,2,2,2,Analyse de Graphes,pas encore,optimisation incrémental réseau neurone rbf régression algorithme évolutionnair rbf gene
861,Pondération locale des variables en apprentissage numérique non-supervisé,2008,fr,3,3,3,Analyse de Graphes,pas encore,pondération local variable apprentissage numérique
862,Prétraitement des bases de données de réactions chimiques pour la fouille de schémas de réactions,2008,fr,3,3,3,Entrepôts de Données,pas encore,prétraitement base donnée réaction chimique fouille schéma réaction
863,Principes d'Analyse des données symboliques et application à la détection d'anomalies sur des ouvrages publics,2008,fr,1,1,1,Entrepôts de Données,pas encore,principes analyse donnée symbolique application détection anomalie ouvrage public
864,Processus d'acquisition d'un dictionnaire de sigles et de leurs définitions à partir d'un corpus,2008,fr,3,3,3,Analyse de Graphes,pas encore,processus acquisition dictionnaire sigle définition partir corpus
865,Proposition d'une nouvelle approche de détection d'intrusions basée sur les règles associatives génériques de classification,2008,fr,3,3,3,Règles d'Association,pas encore,proposition approche détection intrusion baser règle associative générique classification
866,Proposition pour l'intégration de l'analyse spatiale et de l'analyse multidimensionnelle,2008,fr,4,4,4,Analyse de Graphes,pas encore,proposition intégration analyse spatial analyse multidimensionnel
